,job_description,job_location,job_title,sponsored
1000,"Position Overview
We are seeking a stellar Bussiness Analyst to join our superstar team! As a Business Analyst, you combine a love of data with both insightful business judgment and impactful communication skills to develop and execute company-wide growth initiatives. The ideal candidate will be passionate about digging into data and have a firm understanding on what the data is showing. You’ll partner with our leadership team to develop company strategy and goals, share updates with the Board, and work with teams across the business to drive actionable insights and business impact.
Position Duties/Responsibilities
Design and build key company data tables, dashboards, and insights tools that power decisions across the company.
Analyze complex business problems using data sets from both internal and external resources.
Provide actionable insights to leadership to influence strategy, performance, and growth.
Reviews reporting and analytic methodologies and implements recommended improvements.
Identifies, troubleshoots, and resolves data issues, working with various teams and other areas as needed.
Contribute to complex and time-critical projects for leaders by quickly understanding context and developing a prioritized business approach for resolution.
Communicate findings to senior leadership by preparing polished presentations and identifying key takeaways and action items.
Evaluate processes, data and systems using a systematic, disciplined and data-driven approach.
Generate forecasts, recommendations, and strategic/tactical plans to actionable items.
Facilitating project meetings and presentations to all types of diverse audiences.
Participates as needed in special department projects.
Position Qualifications
Bachelors degree in Business Administration or related degree
2+ years of experience analyzing data and managing multiple projects
Effective communicator
Technical understanding
Expert multitasker & prioritizer
Problem solver
Creative & critical thinker
Outstanding presentation skills
Data driven
Attention to detail
Advanced MS office skills
MBA a plus","Glendale, CA",Business Analyst,False
1001,"ARMtech Insurance Services is seeking a Business Analyst. Successful candidate must be able to develop business requirements and documents for software development projects, provide support and operational guidance to development team, research software enhancements and communicate with senior management. Must exhibit excellent oral and written communication skills, be well organized and able to multi-task. Must be able to work with individuals at all levels in the organization.

Bachelor’s degree required in either Computer Science, MIS, Business or Agriculture.

Submit resumes with salary history via email only: jobs@armt.com.","Lubbock, TX",Business Analyst,False
1002,"Performs technical duties of the Degree Works degree audit system. Codes, analyzes and debugs system. Collaborates with academic departments to build clear and accurate student degree audits. Performs other duties as assigned.




JOB DUTIES:




Curriculum Development: 40% - Essential - Codes all curriculum requirements and attendant academic policies in Degree Works using Scribe programming language. Ensures that all changes have received appropriate Undergraduate Curriculum Committee approval and, if appropriate, Commission on Higher Education and accrediting agency approvals as well. Communicates with academic departments for clarification as necessary to ensure that all University academic and general education policies are enforced.

Curriculum Maintenance: 30% - Essential - Maintains accuracy and integrity of Degree Works audits by revising code as necessary and including approved blanket course substitutions.

System Development and Troubleshooting: 20% - Essential - Responds to inquiries from students and advisers. Troubleshoots potential problems. Verifies the validity of issues, analyzes and identifies the source of the problem, researches possible solutions, and tests each option. Enforces course substitutions that have become unenforced due to changes in students' records.

Supports Ancillary Systems and Processes: 10% - Essential - Provides information necessary for certifying student athletes' eligibility per NCAA regulations. Uses Scribe programming language to audit NCAA compliance for student athletes. Manages degree progress reporting scanned and indexed from old student system. Provides copies to advisers upon request.




MINIMUM REQUIREMENTS:




A high school diploma and experience in computer system development and modification. A bachelor's degree in a related area may be substituted for the required work experience.




RESPONSIBILITIES




JOB KNOWLEDGE
Firm Job Knowledge - Firm working knowledge of concepts, practices and procedures and ability to use in varied situations

SUPERVISORY RESPONSIBILITIES
Acts as Lead - Acts as a Lead by guiding the work of others who perform essentially the same work.

BUDGETARY RESPONSIBILITIES
No Budget Responsibilities - No fiscal responsibility for the department's budget.




PHYSICAL REQUIREMENTS:




Communicate, converse, give direction, express oneself




WORK SCHEDULE:




Standard Hrs: 37.5; Band: 05; $38,000 - $43,000




JOB LOCATION:




Records and Registration
Clemson University - main campus




APPLICATION DEADLINE:




October 31, 2018




CLOSING STATEMENT:




Clemson University is an AA/EEO employer and does not discriminate against any person or group on the basis of age, color, disability, gender, pregnancy, national origin, race, religion, sexual orientation, veteran status or genetic information. Clemson University is building a culturally diverse faculty and staff committed to working in a multicultural environment and encourages applications from minorities and women.","Clemson, SC 29631",Info Sys Business Analyst I,False
1003,"Why We Work at Dun & Bradstreet

Life here at Dun & Bradstreet is changing – for the better. With almost two centuries of experience and a new modern vibe, work at D&B has never been more exhilarating. Our purpose is to grow the most valuable relationships in business by uncovering truth and meaning in data. We’re wildly passionate about our purpose, and it has us evolving everything we do – from how we engage with our customers to how we energize one another. So if you thrive in a fluid, agile culture but want the solidity of a storied and commanding brand, come join us!


Job Description
Why We Work at Dun & Bradstreet
Life here at Dun & Bradstreet might surprise you! Each day, we are taking steps to transform our culture into one that activates the very best in our people. At the heart of our work you’ll find our core values: to be data inspired, relentlessly curious and inherently generous. These values inform how we engage with our customers and how we energize one another. Step inside and you'll feel that energy in our hallways and product labs, client meetings and whiteboard sessions, hashtags and annual reports. We're also exploring what needs to change to accelerate creativity and innovation.

For example:
We eliminate traditional performance reviews in favor of a more continuous dialog between team members and their managers.
We flattened the structure of our organization so that our leaders are accessible and more in tune with our people.
And, we changed our dress policy: 'Dress for Your Day' simply means wear what you want.

Our purpose is to grow the most valuable relationships in business by uncovering truth and meaning in data. We’re wildly passionate about our purpose, and it has us evolving everything we do – from how we engage with our customers to how we energize one another. So if you thrive in a fluid, agile culture but want the solidity of a storied and commanding brand, come join us!

Job Description
 Identify trends and report root causes of issues as appropriate.
Must possess strong analytical skills and problem-solving skills to help research and troubleshoot the problem efficiently and effectively
Ensure that issues are identified, tracked, reported and resolved in a timely manner.
Conduct data mining and analysis via SQL queries to determine best path for solving business problems/opportunities that may include process improvement, systems enhancement, and/or software procurement.
Synthesize business and technical solution requirements by engaging with stakeholders to define requirements into solution design & software configuration
Make use of visual artifacts such as user flows, wireframes, and other types of mockups to communicate to business stakeholders and to document for developers, solution architects and data analysts.
Perform User Acceptance Testing through development lifecycle
Assist cross functional teams with problem resolution and provide consultative services and guidance.
Identify, isolate and document defects with a high level of attention to detail.
Work with other teams and product managers to create products
Provide plain language advice on technical issues to non-technical audiences
Lead design reviews and demos to communicate system designs and proposed solutions
Identify trends and root causes and escalate within the team as necessary.
Review and summarize release requirements and quickly become an expert on the feature areas.


Requirements/Qualifications
EDUCATION: BA/BS in a math or science related field required. MA/MS/MBA is a plus.
EXPERIENCE: 3+ years of relevant work experience (internet/startup or Consulting preferred).
Experience working in an Agile environment.
Understanding of enterprise software product life cycle, principles and process.
Working knowledge of RDBMS and basic SQL syntax
Strong computer skills; proficient in Excel, PowerPoint, Word and Outlook; Visio is a plus.
Able to quickly assess situations, define problems, collect data, establish facts and draw valid conclusions.
Able to take action in solving problems while exhibiting judgment and a realistic understanding of issues; ability to use reason, even when dealing with emotional topics.
Able to identify, isolate and document defects with a high level of attention to detail.
Able to collaborate with stakeholders to identify needs through application design sessions.
Able to quickly learn new technologies and interact effectively with all levels of management with tact and professionalism.

Personal Attributes
Excellent communication skills – written, verbal, presentation and interpersonal.
Strong team player who can build relationships at all levels of the organization.
Able to work independently with minimal supervision.
Able to think strategically and act tactically with urgency, focus and discipline.
Have the ability to thrive in a high energy, fast paced, entrepreneurial environment.
Hands-on; completes tasks and dependable.
Ethical, fair and of high integrity.



Dun & Bradstreet is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, age, national origin, citizenship status, disability status, sexual orientation, gender identity or expression, pregnancy, genetic information, protected military and veteran status, ancestry, marital status, medical condition (cancer and genetic characteristics) or any other characteristic protected by law.

We are committed to Equal Employment Opportunity and providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with Dun & Bradstreet and need special assistance or an accommodation to use our website or to apply for a position, please send an e-mail with your request to TalentAcquisitionTeam@dnb.com. Determination on requests for reasonable accommodation are made on a case-by-case basis.

Please note that all Dun & Bradstreet job postings can be found at https://dnb.wd1.myworkdayjobs.com/Careers and all communication from Dun & Bradstreet will come from an email address ending in @dnb.com.","Malibu, CA 90265",Business Analyst,False
1004,"COMPANY BACKGROUND
Elior North America is a contract food service company created in 2008 as TrustHouse Services Group with the acquisition of three food service companies. The company has continued to grow organically and through acquisition. In April 2013, a majority stake in the company was sold to Elior, a French based contract caterer. Elior launched an IPO on the French stock exchange in June 2014 and is now publicly traded.

In 2015 Elior North America implemented a strategy to centralize certain accounting functions in a Shared Services department located in Jackson, MS. Payroll currently processes weekly payroll checks for approximately 8,000 employees across eight companies. Conversion projects to centralize processing for additional companies are scheduled through 2018 and will add an additional 2,000 employees. However, Elior North America continues to evaluate acquisition opportunities meaning that future conversions are likely.

Elior North America Shared Services operates in a dynamic environment delivering Accounts Payable, General Accounting, Payroll, Revenue Recognition and Treasury services. We endeavor to serve our internal and external customers through the application of technology and proven best practices mixed with innovative thinking.

POSITION SUMMARY
The Business Analyst will be responsible for supporting the conversion of acquired companies to centralized accounting systems and functions. The Business Analyst will review and analyze data and processes from various accounting platforms and source materials to determine an efficient way to integrate converting companies into standard systems and process. The Business Analyst will coordinate with shared services teams to ensure test data and processes and in some cases, may conduct testing directly. The Business Analyst will work with team members to train / transition incoming work during a transition phase and assist with issue resolution post conversion for a period of time.

The Business Analyst will also help with training, unit alignment, process improvement projects and other duties as assigned.

JOB QUALIFICATIONS

Education/Experience:
A Bachelor’s degree in business, accounting, finance, computer science, or related field or equivalent combination of education and experience. Two (2) years related experience required. Must have experience in Microsoft Office programs including but not limited to Word and Excel. Must have experience with system conversions.
Competencies: (The following competencies describe the knowledge, skills, abilities and attributes that lead to a successful employee in this position.)
Must understand Accounting / Payroll processes to a depth needed to perform essential functions and problem solve
Must have the ability to analyze data and determine a strategy to meet business requirements
Must have advanced knowledge and experience using Microsoft Excel Office Suite
Must have the ability to effectively research and resolve accounting and process issues
Must have experience with accounting and/or payroll system conversions
Must have ability to design, write, test and document efficient testing solutions to meet business needs including end to end test cases
Must have strong project management skills to manage multiple projects and adapt to changing priorities
Must create and maintain project tracking documents and lead stakeholder meetings to keep interested parties up to date on progress
Must have excellent written and verbal communication skills to interact with all levels of management, employees and clients
Must have the ability to make judgments concerning the interpretation of policies and procedures
Must be self-motivated and possess the ability to lead or influence others in a positive manner

ENVIRONMENTAL AND WORKING CONDITIONS
Environment is an office building with security system. Interacts with employees daily. Works flexible hours as needed. Up to 25% travel for discovery work, training and other possible duties.

POSITION RELATIONSHIPS
The Business Analyst directly reports to the Director / Assistant Controller of their respective area and has no supervisory responsibility.

ESSENTIAL FUNCTIONS / STANDARDS OF PERFORMANCE
The position functions and duties described below may not be the only requirements of the position. It may be necessary to follow other instructions or perform other related duties required by Elior North America Shared Services.

Conducts data gathering to analyze and understand business strategy requirements
Translates business requirements into process requirements
Develops, writes and communicates process design documentation and conducts training as needed
Creates end to end test scripts and participates in the testing process as needed
Analyze strengths and weakness of processes/systems for opportunities and improvements
Document systems or processes modifications and maintain documentation throughout projects
Assists shared services staff with processing solutions and recommendations on projects
Report common sources of technical issues and make recommendations to correct / improve
Liaise with System Analyst and Developers to effectively communicate requirements needed to accomplish tasks
Be an advocate for process improvement and initiate or contribute to ongoing efforts

PHYSICAL AND MENTAL EFFORTS

Physical: Physical demand level is light with 15 pounds being demanded occasionally. Intermittent sitting and standing with wide freedom of movement. Occasional lifting, bending, stooping, pushing and pulling. Ability to sit at a desk and enter information on a computer and use a calculator. Ability to clearly see computer screens and detailed reports. Ability to travel by vehicle and air, including overnight stays, to job sites and other locations as needed.

Mental: Works with minimal supervision. Exercises independent judgement. Concentrates for long periods of time. Attends to detail. Requires independent action and decision making. Handles the demands of various deadline situations. Uses discretion and maintains confidentiality when providing information about employees, clients, customers, and vendors.

Brand: Elior North America
Address: 775 Woodlands Parkway Ridgeland, MS - 39157
Property Description: Elior - ENA Corporate
Property Number: ENACORP","Ridgeland, MS 39157",Business Analyst,False
1005,"Overview
2 Positions Available

The Sr. Business Analyst will support the Revenue Cycle Management (RCM) department detailed business and system requirements, data analysis and User Acceptance Testing. Participates in the development of test scripts, executes test plans and defect resolution. Serves as a liaison between business owners, end users, and IT partners ensuring cohesive approach, comprehensive solutioning, and excellence in delivery. Responds to ad hoc requests for support and analysis.

This position is critical to improving the overall claims reconciliation processes and system effectiveness. The Sr. BA will have a large role in system enhancements, working closely with the operational leads to ensure a smooth transition and also be responsible for the monthly releases to ensure there will be no impact to claims. The Sr Business Analyst position is critical for the overall financial and operational success for RCM.

Responsibilities
Gather and document business requirement to meet business needs.
Assist with defining configuration requirements.
Gain a thorough understanding of how our claims system functions including where we can easily configure changes and where we need to modify the system code to implement new client
Support official change management initiative (CMI) processes including the creation of Business Requirement Documents (BRD), RCM sub-team charters, project plans, SIPOC-R diagrams and RACI diagrams.
Attend meetings and provide project updates on behalf of the RCM.
Perform operational readiness testing (ORT) as needed once client configuration is created by the business technology team.
Qualifications
Bachelor’s Degree in Business or Management, or experience in the field may substitute some educational requirements.
3-5 years of related experience in working in the health insurance industry
3 years of experience gathering business requirements and user acceptance testing.
2+ years experience in Medical Claims preferred.
Required technical skillset(s): Excel, Project and PowerPoint
SQL, Tableau and MS Visio preferred
CareCentrix maintains a drug-free workplace in accordance with Florida’s Drug Free Workplace Law.",Remote,Business Analyst - Healthcare,False
1006,"The Business Analyst is accountable for the set-up, maintenance of information and system administrative support for enterprise compensation and equity applications. This job is also accountable for obtaining, compiling and creating output for equity and compensation reports using the equity and compensation systems. Provide a high level of collaboration with team members to provide quality data reporting solutions.

KEY DIMENSIONS
Business Needs Gathering and Analysis
Requirements Definition and Planning
Relationship Management
Solution Delivery5.System Configuration and Reporting
ACCOUNTABILITIES

Business Needs Gathering and Analysis
Identifies requirements, possible interfaces, and affected Lines of Businesses based on high-level process description or scenarios in order to understand stakeholder needs.
Identifies inconsistencies and gaps within a business process description and collaborates with stakeholders to clarify and simplify complex processes.
Requirements Definition and Planning
Works with business users to understand requirements and translate into requirement for system set-up.
Works with Senior Manager, program delivery to create project plan for all system and reporting activities and monitors progress against plans.Create and maintain up-to-date process flows for all processes
Relationship Management
Builds, sustains and leverages relationship with individuals within the area of immediate responsibility and v
Qualifications
We’re here to help

At BMO Harris Bank we have a shared purpose; we put the customer at the center of everything we do – helping people is in our DNA. For 200 years we have thought about the future—the future of our customers, our communities and our people. We help our customers and our communities by working together, innovating and pushing boundaries to bring them our very best every day. Together we’re changing the way people think about a bank.

As a member of the BMO Harris Bank team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.

To find out more visit us at https://bmoharriscareers.com .

BMO Harris Bank is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. BMO Harris Bank is an Equal Opportunity Employer for all, inclusive of Minorities, Women, Veterans, and Persons with Disabilities.
Job
 General Management
Primary Location
 United States-Illinois-Chicago
Organisation
 Technology-X000068
Schedule
 full-time
Job Posting
 10/16/18
Unposting Date
 Ongoing","Chicago, IL",Business Analyst,False
1007,"Verisk Analytics has an amazing story to tell. In 2016, Forbes magazine named Verisk Analytics to its World’s Most Innovative Companies list and to its America’s Best Large Employers list. If you’re looking for a career that transforms, inspires, challenges, and rewards you, then come join us.

At Verisk, you can build a rewarding career with challenging and meaningful work; create a positive, lasting impact on the business; and find the support, coaching, and training you need to advance your career. Our culture of innovation means your ideas on how to improve our business will be heard. As key contributors to our success, our team members enjoy working in a business-casual, collaborative environment that offers state-of-the-art resources, advanced technologies, and an excellent benefits package.

Verisk Analytics is a leading data analytics provider serving customers in insurance, natural resources, and financial services. We’ve been delivering data, analytics, and decision support services to our customers for more than 45 years. At Verisk, you’ll be part of an organization that’s committed to serving the long-term interests of our stakeholders, including the communities where we operate.

Our VIS Claims unit in Jersey City is looking for a Business Analyst with the primary responsibility to partner with the Product Management team to elicit, analyze, validate, specify, verify, and manage the real needs of the project stakeholders, including customers and end users. This person serves as the conduit between customers, the Product Management team, and the software development team, through which requirements flow.

The successful candidate will continuously monitor and evaluate existing customer needs and will work closely with the Product Management team to continually enhance the product with additional service offerings to meet identified needs. This position requires meticulous understanding of our product and services, and excellent customer interaction skills.

This person will help develop project plans and will be able to think “big picture”. Requirements gathering and documentation will be led by the Business Analyst in a fast-paced environment.

In addition, the Business Analyst defines, develops and implements quality assurance practices and procedures, test plans and other QA assessments.

Role Description:

Provide extraordinary customer support with passionate commitment to the client
Support requirements gathering and perform product analysis to increase strategic partnerships with internal and external clients
Interpret customer business needs and translate them into application and operational requirements
Drive communication between clients, project managers, developers, quality assurance and key stakeholders
Understand trends in the insurance industry and be able to incorporate those trends into requirements gathering process
Define, develop and implement quality assurance practices and procedures, test plans and other QA assessments


Requirements:

Education and Training Requirements:

4-year college degree or equivalent experience
Minimum of 1 years’ experience in software quality assurance, systems analysis, and design
Minimum of 1 years’ experience in the insurance industry
Required Skills:

Strong analytical and product management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements
Must be self-motivating, self-challenging and self-directed
Fully proficient in MS Office Suite
Must be well-organized, extremely detail oriented, and capable of handling diverse situation and conflicting priorities
Encouraged Skills:

Experience in supporting customer implementations of software
A history of leading successful project implementations


We are offering an excellent compensation package. Our competitive benefits package includes full health care options, a 401(k) plan, and generous Paid-Time-Off.

#LI-EF1","Jersey City, NJ",Business Analyst,False
1008,"Business Analyst, Sales Operations
San Diego, CA
ServiceNow is changing the way people work. With a service-orientation toward the activities, tasks and processes that make up day-to-day work life, we help the modern enterprise operate faster and be more scalable than ever before.
We’re disruptive. We work hard but try not to take ourselves too seriously. We are highly adaptable and constantly evolving. We are passionate about our product, and we live for our customers. We have high expectations and a career at ServiceNow means challenging yourself to always be better.
We are seeking a Business Analyst to join our AMS Sales Operations organization and help to build out analytics and reporting in support of go-to-market initiatives. The preferred candidate will have experience supporting Sales, is comfortable managing large data sets, has strong attention to detail, has the ability to build financial models, and has strong communication skills. They will work cross-functionally across sales, operations, marketing and finance, with the primary objective of enabling sales leadership to make effective, analytically driven, and strategic operating decisions.
What you get to do in this role:
Assist in the development and reporting of key performance metrics to help drive increasing Sales productivity
Extract data sets, perform analyses, build financial models to support pipeline, coverage, renewal or other initiatives
Manage operational process improvement projects
Support the implementation of Sales productivity, planning and reporting tools
Assist with annual planning and monthly forecasting processes for the AMS Sales organization
Analyze performance and productivity data and assist in preparing slides for QBR’s, or other Sales leadership presentations
Maintain databases and develop weekly/monthly/quarterly metrics reports
Other ad hoc responsibilities in support of sales finance and operations
In order to be successful in this role, we need someone who has:
Minimum of 5 years’ experience in Sales Finance / Sales Operations
Excellent communication skills – verbal and written
Ability to communicate effectively and collaborate with others
Self-motivated with the ability to multitask
Comfortable and flexible working in a fast-paced environment
Positive “can do” attitude and highly analytical; enjoys challenges
Detail oriented and comfortable working with large data sets
Proficiency with MS Office, especially Excel. Tableau experience preferred.
We provide competitive compensation, generous benefits and a professional atmosphere. This is a very collaborative and inclusive work environment where individuals strong on aptitude and attitude will have an opportunity to grow their professional careers through working with some of the most advanced technology and talented developers in the business.","San Diego, CA","Business Analyst, Sales Operations",False
1009,"This is a casual position with an anticipated end date of 9/30/19.
JOB SUMMARY:

Provides analytical, planning and coordination support on projects as assigned. Responsible for reviewing, interpreting, analyzing and illustrating data in a manner that stimulates and supports innovative and enlightened thinking and decision making. Provides analytical and database PC support. Serves as information systems liaison with vendors, Information Services, end users, etc. Responsibilities include Business Development support; database creation, development, monitoring, reporting and maintenance; facilitating Rady Children's Hospital enterprise system data linkages, makes recommendations for optimization of systems; ensure overall data integrity.

MINIMUM QUALIFICATIONS:

Bachelor's Degree; will consider experience in lieu of degree

2 years of experience

Exceptional critical thinking and analytical skills, including system, process and business analysis for problem solving, product evaluation, and effective organization of responsibilities

Strong verbal and written communication skills and ability to interact professionally with diverse groups

Expert computer skills, extensive database experience and Microsoft Office applications skills

Strong project management skills

PREFERRED QUALIFICATIONS:

4 years of experience

Master's Degree

Specific experience with Utilization Management or health insurance organizations","San Diego, CA",Business Analyst,False
1010,"Our client is seeking a Business Analyst in Baton Rouge, LA. The client is a growing consulting company and seeking talented professionals to join their team.

The business analyst will liaison with the client and should not only possess the required skills listed below, but be a self-starter and self-motivated, a strong team player with excellent communication skills.

The position is located in Baton Rouge, LA; remote work is NOT an option.

Responsibilities:

Provide subject matter expertise both internally and to the customer
Interpret business rules, requirements and processes to ensure proper documentation and guidance is provided for the efficient development of new applications
Provide project team support, including documentation, editing and delivery of contract requirements, facilitating meetings
Coordinate with product owner to analyze and document needs and user stories in order to produce an accurate designed feature set
Adhere to project and program processes and lifecycles to ensure business and functional requirements are understood, agreed to, documented and can be traced to measurable project success criteria
Collaborate with customer and quality assurance teams to identify needed test data and develop acceptance criteria that ensure expected functionality and features are validated during development sprints
Facilitate meetings with team members and document outcomes
Identify, report, mitigate risks and issues

Required Experience:

Experience executing the above responsibilities using Agile Scrum methodology
Two (2) years of experience as business analyst in Agile projects
Experience leveraging change management methodologies.
Demonstrated detailed analytical and problem solving abilities
Strong experience in user testing
Experience developing requirements and documenting user stories
Experience and proficiency with Microsoft Office products
Exceptional communication skills

Preferred:

Scrum / Agile certification
Experience with State government systems
Experience with large scale, successfully completed IT legacy replacement projects for a state government entity
Bachelor’s degree or, Master’s degree, or at least six (6) years of relevant industry experience in the areas of administration, information technology, business operations or finance

US Citizen and Greencard Holders Only. Sponsorship not available with this position.","Baton Rouge, LA",Business Analyst,False
1011,"RWJBarnabas Health is the most comprehensive health care delivery system in New Jersey, treating over 3 million patients a year. The system includes eleven acute care hospitals, three acute care children’s hospitals and a leading pediatric rehabilitation hospital (Children’s Specialized Hospital).

RWJBarnabas Health is New Jersey’s second largest private employer – with more than 32,000 employees, 9,000 physicians and 1,000 residents and interns.

Summary of Job Functions:
The Business Analyst is responsible for assisting the director and management team in monitoring financial data and related processes that contribute to the successful operations of RCS and its respective divisions; Accounts Receivable Services, Managed Care Services, and Professional Services. In addition, the Business Analyst is responsible for translating business requirements into both high-level and detailed functional specifications. Candidates must be able to work at a detailed level while maintaining the big picture of the overall division goals. Other responsibilities include compiling comprehensive reports for clients, designing and supporting internal databases, data mining and analysis, and providing support for the day-to-day operations.
Educational Requirements:
Bachelor’s degree in Systems Engineering, MIS, Computer Science, Finance, or related field from an accredited 4 year university
Intermediate SQL knowledge
Intermediate understanding of database concepts
Knowledge in capturing, analyzing and communicating measurement results
5 years of experience in a business analysis role, with at least 3 in a hospital business office setting or similar setting
Knowledge of insurance company practices regarding reimbursement
Ability to work well individually and in a team environment
Able to work in a professional, corporate setting
Experience working with customer support/client issue resolution management
Must be reliable, responsible, goal oriented and flexible
Strong working knowledge of Microsoft Excel, including complex formulas, pivot tables, pivot charts, pivot formulas
A thorough understanding of best practices for efficiently working with very large data sets in Excel
Intermediate Microsoft Access experience is preferable
Intermediate understanding of Tableau or other BI reporting software (Qlikview, Crystal, etc…)
Excellent interpersonal, communication and organizational skills
We offer a great work environment, competitive rates and excellent benefits, including:

Medical/Dental/Vision plans
401 (k)
Vacation/Personal/Holiday/Sick Time Off
Short & Long Term Disability
Basic Life & Accidental Death Insurance
Tuition Reimbursement
Health Care/Dependent Care Flexible Spending Accounts","Oceanport, NJ",Business Analyst FA,False
1012,"ContractPrimary Capability / Specialty: Pharmaceuticals Processes / Pharma R&DPrimary Skill: Life Sciences R&D (P4 - Expert)Life Sciences R&D - Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.NOTE - Pharmaceutical Background is a must. NO C2C Candidates.Job Type: Contract","Hartford, CT",Business Analyst,False
1013,"We are looking for a Business Analyst to join our Platform Development team - a business-minded, highly organized and quality-driven individual to help us explore, plan and manage work. This is a non-technical role, working hand-in-hand with teams across the company to shepherd ideas from concept to release.

In this role we will ask you to:
1. Engage upfront as we prepare new work, to explore and deeply understand the needs behind that work - collaborating with client, design, business and product teams to capture requirements, build test plans and create technical documentation.
2. Work hand-in-hand with our technical teams throughout the development process to improve efficiency, provide spot feedback and guide work.
3. Step in as work is completed to provide a final sign-off, helping ensure our work is of the highest quality.
4. Help us communicate and manage expectations with external teams.

SimplePart [http://www.simplepart.com] is a data, software and services company serving global Automobile and Motorcycle OEMs in the Fixed Operations (Parts, Accessories and Service) space. Our eCommerce and cataloging products power programs for the world’s leading vehicle brands - including Subaru, VW, Audi, Volvo, Toyota, Lexus and BMW.

This is a unique role with a passionate and dedicated team - please include a cover letter with your application to help us understand you, and how you might fit.","Atlanta, GA",Business Analyst,False
1014,"Combining your numeric zeal with your appreciation of great food? That's the dream - and you just found it.

Be part of a team with a mission, helping folks eat and live better, at Plated. We are growing our team again with a Data Analyst addition to helping drive company-wide decisions. This role will also assist with reporting and analysis for a diverse variety of Plated teams.

We offer:

Intelligent, motivated colleagues in a collaborative and open space.
A data-driven environment where your insights and expertise will be valued.
A talented and fun team that loves learning and evolving.
Exceptional, personalized benefits and top market compensation.

You are:

An initiative-taker with 5+ years in data analysis (e.g. product analyst, business analyst, investment banking, consulting, or corporate finance), bonus points for B2C experience in the digital space. 2+ years experience in managing other analysts would be a plus.
An explorer - you have the ability to self-serve, investigate and get the data required.
Extensively experienced with real-world hands-on SQL and Excel - Tableau, Python, or R a plus.
Very familiar with UX Analytics and front-end tools such as Omniture, Google Analytics, ClickTale, Crazy Egg, etc.
Able to consistently deliver valuable, actionable insights with excellent communication and presentation skills.
Strongly intuitive with excellent business and financial acumen and analytical skills.
Ready to learn and grow in a culture of candid feedback and healthy debate.
Familiar with and very interested in the tech startup world.

You will:

Take initiative to own and drive analytical strategy for internal teams. Improve and automate our processes for extracting data and incorporating it into real-time models.
Become a Tableau pro and get familiar enough with internal data to provide great support Plated customer experience teams.

Our benefits and perks (expanding all the time!):

The best part: a free weekly Plated box!
Unlimited vacation days with a ""get your work done"" policy that respects your time
Competitive compensation
Customizable medical, vision, and dental plans and a 401(k) plan
Annual education stipend for your career development
Newly renovated office in Chelsea, Manhattan with an open floor plan, beautiful demo kitchens, and adorable office dogs.
Daily breakfast, afternoon snacks, and Test Kitchen samples
Company events, cultural clubs, and food-related activities

","New York, NY",Senior Data Analyst,False
1015,"Role: The role of the business analyst is to activity participate in software development and implementation projects through initiation, analysis, execution and implementation phases. This role will engage with cross-functional business and technology team members through the project lifecycle, developing and documenting business requirements to be used by the software development/delivery teams as well as the basis for test cases utilized by the QA team to ensure that solutions meets the original business requirements. The Business Analyst provides leadership and drive collaboration across disciplines to help delivering solution that meet all the stakeholder needs.Designation: Business AnalystJob Location:  ChicagoExperience: 1 to 2 yearsQualification: University degree (any field, economics not necessary, technical is a plus) ,orFinal year of master's studies orFresh graduates can also apply.Job RequirementExcellent analytical skills, logical and structured thinking, creative in problem solving.Superior personal and interpersonal attributes (e.g. communication and soft skills, ability to work in a team, results-oriented and a performance-oriented work style, creativity, entrepreneurial qualities, personal maturity).Ambitious, motivated, high energy personality, with leadership skills but collaborative personality.High level of integrity and reliability.Basic healthcare knowledge (bonus).This position requires work authorization (EAD,Green card or US citizenship).Responsibilities: Develop healthcare knowledge.Develop product knowledge.SQL skills – basic (understand Select ; where and condition clauses).Conduct analysis of large sets of data/ document with limited guidance.Identify issues, structure and conduct necessary analysis and draw conclusions and finding with limited guidance.Work with technical team on user stories as needed.Follow up on assigned task – full ownership of tasks.Show self-initiative in performing research and obtaining needed data or information.**************************************************************************************************************************************************Job Type: Full-timeEducation:Bachelor's (Preferred)Work authorization:United States (Preferred)","Chicago, IL",Business Analyst,False
